date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:35:12	34806/34806	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Jun%202026%2015:35:12%20GMT	https://livedemo00.template-help.com/wt_prod-10492/theme/masonry-gallery.html	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/masonry-gallery.html	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:12	34672/34672	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Jun%202026%2015:35:12%20GMT	https://livedemo00.template-help.com/wt_prod-10492/theme/masonry-fullwidth-gallery.html	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/masonry-fullwidth-gallery.html	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:13	31827/31827	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Jun%202026%2015:35:13%20GMT	https://livedemo00.template-help.com/wt_prod-10492/theme/typography.html	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/typography.html	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:13	136122/136122	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Jun%202026%2015:35:13%20GMT	https://livedemo00.template-help.com/wt_prod-10492/theme/icon-lists.html	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/icon-lists.html	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:13	28574/28574	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Jun%202026%2015:35:13%20GMT	https://livedemo00.template-help.com/wt_prod-10492/theme/progress-bars.html	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/progress-bars.html	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:13	25642/25642	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Jun%202026%2015:35:13%20GMT	https://livedemo00.template-help.com/wt_prod-10492/theme/calls-to-action.html	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/calls-to-action.html	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:14	30615/30615	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Jun%202026%2015:35:14%20GMT	https://livedemo00.template-help.com/wt_prod-10492/theme/tabs-and-accordions.html	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/tabs-and-accordions.html	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:14	26282/26282	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Jun%202026%2015:35:14%20GMT	https://livedemo00.template-help.com/wt_prod-10492/theme/buttons.html	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/buttons.html	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:14	29526/29526	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Jun%202026%2015:35:14%20GMT	https://livedemo00.template-help.com/wt_prod-10492/theme/tables.html	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/tables.html	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:14	37348/37348	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Jun%202026%2015:35:14%20GMT	https://livedemo00.template-help.com/wt_prod-10492/theme/forms.html	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/forms.html	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:15	27950/27950	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Jun%202026%2015:35:15%20GMT	https://livedemo00.template-help.com/wt_prod-10492/theme/counters.html	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/counters.html	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:15	39658/39658	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Jun%202026%2015:35:15%20GMT	https://livedemo00.template-help.com/wt_prod-10492/theme/grid-system.html	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/grid-system.html	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:15	3429/3429	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Jun%202026%2015:35:15%20GMT	https://livedemo00.template-help.com/wt_prod-10492/theme/404-page.html	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/404-page.html	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:15	7382/7382	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Jun%202026%2015:35:15%20GMT	https://livedemo00.template-help.com/wt_prod-10492/theme/coming-soon.html	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/coming-soon.html	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:15	31453/31453	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Jun%202026%2015:35:15%20GMT	https://livedemo00.template-help.com/wt_prod-10492/theme/contact-us.html	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/contact-us.html	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:16	31057/31057	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Jun%202026%2015:35:16%20GMT	https://livedemo00.template-help.com/wt_prod-10492/theme/terms-of-use.html	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/terms-of-use.html	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:16	25412/25412	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Jun%202026%2015:35:16%20GMT	https://livedemo00.template-help.com/wt_prod-10492/theme/search-results.html	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/search-results.html	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:16	42998/42998	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Jun%202026%2021:34:30%20GMT	https://livedemo00.template-help.com/wt_prod-10492/theme/grid-shop.html	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/grid-shop.html	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:16	8013/8013	---M--	200	added ('OK')	image/jpeg	etag:%2265c390ee-1f4d%22	https://livedemo00.template-help.com/wt_prod-10492/theme/images/banner-1-300x202.jpg	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/images/banner-1-300x202.jpg	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:17	23046/23046	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Jun%202026%2015:35:17%20GMT	https://livedemo00.template-help.com/wt_prod-10492/theme/ecwid-shop.html	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/ecwid-shop.html	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:17	36705/36705	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Jun%202026%2015:35:17%20GMT	https://livedemo00.template-help.com/wt_prod-10492/theme/shop-list.html	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/shop-list.html	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:17	40204/40204	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Jun%202026%2015:35:17%20GMT	https://livedemo00.template-help.com/wt_prod-10492/theme/single-product.html	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/single-product.html	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:17	27448/27448	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Jun%202026%2015:35:17%20GMT	https://livedemo00.template-help.com/wt_prod-10492/theme/cart-page.html	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/cart-page.html	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:17	35010/35010	---MCZ	200	added ('OK')	text/html	date:Wed,%2017%20Jun%202026%2015:35:17%20GMT	https://livedemo00.template-help.com/wt_prod-10492/theme/checkout.html	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/checkout.html	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:18	3490/3490	---M--	200	added ('OK')	image/png	etag:%2265c3915c-da7%22	https://livedemo00.template-help.com/wt_prod-10492/theme/images/product-mini-6-100x90.png	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/images/product-mini-6-100x90.png	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:18	3169/3169	---M--	200	added ('OK')	image/png	etag:%2265c3915d-c61%22	https://livedemo00.template-help.com/wt_prod-10492/theme/images/product-mini-7-100x90.png	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/images/product-mini-7-100x90.png	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:18	29387/29387	---M--	200	added ('OK')	image/jpeg	etag:%2265c390ec-72cb%22	https://livedemo00.template-help.com/wt_prod-10492/theme/images/about-5-350x269.jpg	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/images/about-5-350x269.jpg	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:18	11720/11720	---M--	200	added ('OK')	image/jpeg	etag:%2265c390ec-2dc8%22	https://livedemo00.template-help.com/wt_prod-10492/theme/images/about-6-350x269.jpg	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/images/about-6-350x269.jpg	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:18	18085/18085	---M--	200	added ('OK')	image/jpeg	etag:%2265c390ed-46be%22	https://livedemo00.template-help.com/wt_prod-10492/theme/images/about-7-350x269.jpg	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/images/about-7-350x269.jpg	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:19	125464/125464	---M--	200	added ('OK')	image/jpeg	etag:%2265c39161-1ea18%22	https://livedemo00.template-help.com/wt_prod-10492/theme/images/slide-1.jpg	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/images/slide-1.jpg	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:19	198006/198006	---M--	200	added ('OK')	image/jpeg	etag:%2265c39162-30576%22	https://livedemo00.template-help.com/wt_prod-10492/theme/images/slide-2.jpg	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/images/slide-2.jpg	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:19	74530/74530	---M--	200	added ('OK')	image/jpeg	etag:%2265c39163-12322%22	https://livedemo00.template-help.com/wt_prod-10492/theme/images/slide-3.jpg	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/images/slide-3.jpg	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:19	20622/20622	---M--	200	added ('OK')	image/jpeg	etag:%2265c390ee-508e%22	https://livedemo00.template-help.com/wt_prod-10492/theme/images/about-8-576x410.jpg	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/images/about-8-576x410.jpg	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:19	2437/2437	---M--	200	added ('OK')	image/png	etag:%2265c3915d-985%22	https://livedemo00.template-help.com/wt_prod-10492/theme/images/signature-1-160x55.png	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/images/signature-1-160x55.png	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:20	20614/20614	---M--	200	added ('OK')	image/jpeg	etag:%2265c3913f-5086%22	https://livedemo00.template-help.com/wt_prod-10492/theme/images/parallax-3.jpg	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/images/parallax-3.jpg	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:20	11002/11002	---M--	200	added ('OK')	image/png	etag:%2265c3914f-2bd9%22	https://livedemo00.template-help.com/wt_prod-10492/theme/images/product-1-220x160.png	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/images/product-1-220x160.png	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:20	14985/14985	---M--	200	added ('OK')	image/png	etag:%2265c39150-3a89%22	https://livedemo00.template-help.com/wt_prod-10492/theme/images/product-2-191x132.png	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/images/product-2-191x132.png	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:20	13821/13821	---M--	200	added ('OK')	image/png	etag:%2265c39151-35fd%22	https://livedemo00.template-help.com/wt_prod-10492/theme/images/product-3-238x158.png	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/images/product-3-238x158.png	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:21	12628/12628	---M--	200	added ('OK')	image/png	etag:%2265c39152-35fb%22	https://livedemo00.template-help.com/wt_prod-10492/theme/images/product-7-210x168.png	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/images/product-7-210x168.png	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:21	14987/14987	---M--	200	added ('OK')	image/png	etag:%2265c39151-3a8b%22	https://livedemo00.template-help.com/wt_prod-10492/theme/images/product-4-204x125.png	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/images/product-4-204x125.png	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:21	16339/16339	---M--	200	added ('OK')	image/png	etag:%2265c39152-44bd%22	https://livedemo00.template-help.com/wt_prod-10492/theme/images/product-5-204x156.png	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/images/product-5-204x156.png	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:21	16309/16309	---M--	200	added ('OK')	image/png	etag:%2265c39152-4159%22	https://livedemo00.template-help.com/wt_prod-10492/theme/images/product-6-237x156.png	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/images/product-6-237x156.png	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:22	17836/17836	---M--	200	added ('OK')	image/png	etag:%2265c39153-477d%22	https://livedemo00.template-help.com/wt_prod-10492/theme/images/product-8-210x133.png	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/images/product-8-210x133.png	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:22	1305/1305	---M--	200	added ('OK')	image/jpeg	etag:%2265c39170-548%22	https://livedemo00.template-help.com/wt_prod-10492/theme/images/user-11-62x62.jpg	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/images/user-11-62x62.jpg	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:22	1295/1295	---M--	200	added ('OK')	image/jpeg	etag:%2265c3916f-53c%22	https://livedemo00.template-help.com/wt_prod-10492/theme/images/user-10-62x62.jpg	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/images/user-10-62x62.jpg	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:22	1357/1357	---M--	200	added ('OK')	image/jpeg	etag:%2265c39173-57a%22	https://livedemo00.template-help.com/wt_prod-10492/theme/images/user-6-62x62.jpg	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/images/user-6-62x62.jpg	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:22	66905/66905	---M--	200	added ('OK')	image/png	etag:%2265c390fd-113ad%22	https://livedemo00.template-help.com/wt_prod-10492/theme/images/bg-image-2.png	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/images/bg-image-2.png	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:23	63682/63682	---M--	200	added ('OK')	image/png	etag:%2265c390fe-f8c2%22	https://livedemo00.template-help.com/wt_prod-10492/theme/images/bg-image-3.png	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/images/bg-image-3.png	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:23	46645/46645	---M--	200	added ('OK')	image/jpeg	etag:%2265c390ef-b635%22	https://livedemo00.template-help.com/wt_prod-10492/theme/images/banner-2-670x676.jpg	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/images/banner-2-670x676.jpg	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:23	11130/11130	---M--	200	added ('OK')	image/jpeg	etag:%2265c390f0-2b7a%22	https://livedemo00.template-help.com/wt_prod-10492/theme/images/banner-3-470x395.jpg	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/images/banner-3-470x395.jpg	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:23	17928/17928	---M--	200	added ('OK')	image/jpeg	etag:%2265c390f0-4608%22	https://livedemo00.template-help.com/wt_prod-10492/theme/images/banner-4-470x250.jpg	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/images/banner-4-470x250.jpg	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:24	57685/57685	---M--	200	added ('OK')	image/png	etag:%2265c39165-f079%22	https://livedemo00.template-help.com/wt_prod-10492/theme/images/team-11-420x450.png	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/images/team-11-420x450.png	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:24	56551/56551	---M--	200	added ('OK')	image/png	etag:%2265c39166-f4b9%22	https://livedemo00.template-help.com/wt_prod-10492/theme/images/team-12-420x450.png	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/images/team-12-420x450.png	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
10:35:24	60760/60760	---M--	200	added ('OK')	image/png	etag:%2265c39167-fa66%22	https://livedemo00.template-help.com/wt_prod-10492/theme/images/team-13-420x450.png	C:/Users/super/OneDrive/Escritorio/httt/livedemo00.template-help.com/wt_prod-10492/theme/images/team-13-420x450.png	(from https://livedemo00.template-help.com/wt_prod-10492/theme/index.html)
